"", "case","response","order","id","age","male","edu","action","intention","contact","story","action2"
"1","cfaqu",4,2,"96;434",14,0,"Middle School",0,0,1,"aqu",1
"4544","flboa",6,2,"97;336",40,1,"Master's Degree",0,0,0,"boa",0
"4545","flcar",6,21,"97;336",40,1,"Master's Degree",0,0,0,"car",0
"4546","flche",6,4,"97;336",40,1,"Master's Degree",0,0,0,"che",0
"4547","flsha",6,28,"97;336",40,1,"Master's Degree",0,0,0,"sha",0
"4548","flswi",6,6,"97;336",40,1,"Master's Degree",0,0,0,"swi",0
"4549","ikbox",6,3,"97;336",40,1,"Master's Degree",1,1,0,"box",1
"4550","ikbur",5,5,"97;336",40,1,"Master's Degree",1,1,0,"bur",1
"4551","ikpon",4,1,"97;336",40,1,"Master's Degree",1,1,0,"pon",1
"4552","ikshi",6,17,"97;336",40,1,"Master's Degree",1,1,0,"shi",1
"4553","ikspe",6,19,"97;336",40,1,"Master's Degree",1,1,0,"spe",1
"4554","ilbox",6,31,"97;336",40,1,"Master's Degree",0,1,0,"box",0
"4555","ilche",6,13,"97;336",40,1,"Master's Degree",0,1,0,"che",0
"4556","ilpon",6,10,"97;336",40,1,"Master's Degree",0,1,0,"pon",0
"4557","ilsha",6,18,"97;336",40,1,"Master's Degree",0,1,0,"sha",0
"4558","ilshi",6,26,"97;336",40,1,"Master's Degree",0,1,0,"shi",0
"4559","ilswi",6,15,"97;336",40,1,"Master's Degree",0,1,0,"swi",0
"4560","nfrub",6,16,"97;336",40,1,"Master's Degree",1,0,0,"rub",1
"4561","cfaqu",7,20,"97;349",23,0,"Bachelor's Degree",0,0,1,"aqu",1
"4562","cfbur",4,32,"97;349",23,0,"Bachelor's Degree",0,0,1,"bur",1
"4563","cfrub",2,7,"97;349",23,0,"Bachelor's Degree",0,0,1,"rub",1
"4564","cibox",2,12,"97;349",23,0,"Bachelor's Degree",0,1,1,"box",1
"4565","cibur",5,23,"97;349",23,0,"Bachelor's Degree",0,1,1,"bur",1
"4566","cispe",1,27,"97;349",23,0,"Bachelor's Degree",0,1,1,"spe",1
"4567","fkaqu",6,29,"97;349",23,0,"Bachelor's Degree",1,0,0,"aqu",1
"4568","fkboa",3,11,"97;349",23,0,"Bachelor's Degree",1,0,0,"boa",1
"4569","fkbox",3,22,"97;349",23,0,"Bachelor's Degree",1,0,0,"box",1
"4570","fkbur",7,14,"97;349",23,0,"Bachelor's Degree",1,0,0,"bur",1
"4571","fkcar",3,30,"97;349",23,0,"Bachelor's Degree",1,0,0,"car",1
"4572","fkspe",4,9,"97;349",23,0,"Bachelor's Degree",1,0,0,"spe",1
"4573","fkswi",2,25,"97;349",23,0,"Bachelor's Degree",1,0,0,"swi",1
"4574","flboa",3,2,"97;349",23,0,"Bachelor's Degree",0,0,0,"boa",0
"4575","flcar",6,21,"97;349",23,0,"Bachelor's Degree",0,0,0,"car",0
"4576","flche",6,4,"97;349",23,0,"Bachelor's Degree",0,0,0,"che",0
"4577","flsha",3,28,"97;349",23,0,"Bachelor's Degree",0,0,0,"sha",0
"4578","flswi",6,6,"97;349",23,0,"Bachelor's Degree",0,0,0,"swi",0
"4579","ikbox",6,3,"97;349",23,0,"Bachelor's Degree",1,1,0,"box",1
"4580","ikbur",6,5,"97;349",23,0,"Bachelor's Degree",1,1,0,"bur",1
"4581","ikpon",4,1,"97;349",23,0,"Bachelor's Degree",1,1,0,"pon",1
"4582","ikshi",6,17,"97;349",23,0,"Bachelor's Degree",1,1,0,"shi",1
"4583","ikspe",1,19,"97;349",23,0,"Bachelor's Degree",1,1,0,"spe",1
"4584","ilbox",6,31,"97;349",23,0,"Bachelor's Degree",0,1,0,"box",0
"4585","ilche",6,13,"97;349",23,0,"Bachelor's Degree",0,1,0,"che",0
"4586","ilpon",4,10,"97;349",23,0,"Bachelor's Degree",0,1,0,"pon",0
"4587","ilsha",3,18,"97;349",23,0,"Bachelor's Degree",0,1,0,"sha",0
"4588","ilshi",6,26,"97;349",23,0,"Bachelor's Degree",0,1,0,"shi",0
"4589","ilswi",4,15,"97;349",23,0,"Bachelor's Degree",0,1,0,"swi",0
"4590","nfrub",3,16,"97;349",23,0,"Bachelor's Degree",1,0,0,"rub",1
"4591","cfaqu",5,20,"97;350",24,0,"Bachelor's Degree",0,0,1,"aqu",1
"4592","cfbur",4,32,"97;350",24,0,"Bachelor's Degree",0,0,1,"bur",1
"4593","cfrub",3,7,"97;350",24,0,"Bachelor's Degree",0,0,1,"rub",1
"4594","cibox",1,12,"97;350",24,0,"Bachelor's Degree",0,1,1,"box",1
"4595","cibur",1,23,"97;350",24,0,"Bachelor's Degree",0,1,1,"bur",1
"4596","cispe",1,27,"97;350",24,0,"Bachelor's Degree",0,1,1,"spe",1
"4597","fkaqu",6,29,"97;350",24,0,"Bachelor's Degree",1,0,0,"aqu",1
"4598","fkboa",1,11,"97;350",24,0,"Bachelor's Degree",1,0,0,"boa",1
"4599","fkbox",1,22,"97;350",24,0,"Bachelor's Degree",1,0,0,"box",1
"4600","fkbur",1,14,"97;350",24,0,"Bachelor's Degree",1,0,0,"bur",1
"4601","fkcar",6,30,"97;350",24,0,"Bachelor's Degree",1,0,0,"car",1
"4602","fkspe",2,9,"97;350",24,0,"Bachelor's Degree",1,0,0,"spe",1
"4603","fkswi",1,25,"97;350",24,0,"Bachelor's Degree",1,0,0,"swi",1
"4604","flboa",1,2,"97;350",24,0,"Bachelor's Degree",0,0,0,"boa",0
"4605","flcar",5,21,"97;350",24,0,"Bachelor's Degree",0,0,0,"car",0
"4606","flche",3,4,"97;350",24,0,"Bachelor's Degree",0,0,0,"che",0
"4607","flsha",5,28,"97;350",24,0,"Bachelor's Degree",0,0,0,"sha",0
"4608","flswi",6,6,"97;350",24,0,"Bachelor's Degree",0,0,0,"swi",0
"4609","ikbox",1,3,"97;350",24,0,"Bachelor's Degree",1,1,0,"box",1
"4610","ikbur",1,5,"97;350",24,0,"Bachelor's Degree",1,1,0,"bur",1
"4611","ikpon",1,1,"97;350",24,0,"Bachelor's Degree",1,1,0,"pon",1
"4612","ikshi",4,17,"97;350",24,0,"Bachelor's Degree",1,1,0,"shi",1
"4613","ikspe",1,19,"97;350",24,0,"Bachelor's Degree",1,1,0,"spe",1
"4614","ilbox",2,31,"97;350",24,0,"Bachelor's Degree",0,1,0,"box",0
"4615","ilche",1,13,"97;350",24,0,"Bachelor's Degree",0,1,0,"che",0
"4616","ilpon",1,10,"97;350",24,0,"Bachelor's Degree",0,1,0,"pon",0
"4617","ilsha",1,18,"97;350",24,0,"Bachelor's Degree",0,1,0,"sha",0
"4618","ilshi",5,26,"97;350",24,0,"Bachelor's Degree",0,1,0,"shi",0
"4619","ilswi",1,15,"97;350",24,0,"Bachelor's Degree",0,1,0,"swi",0
"4620","nfrub",2,16,"97;350",24,0,"Bachelor's Degree",1,0,0,"rub",1
"4621","cfaqu",4,2,"97;353",29,1,"Bachelor's Degree",0,0,1,"aqu",1
"4622","cfbur",7,31,"97;353",29,1,"Bachelor's Degree",0,0,1,"bur",1
"4623","cfrub",4,16,"97;353",29,1,"Bachelor's Degree",0,0,1,"rub",1
"4624","cibox",4,32,"97;353",29,1,"Bachelor's Degree",0,1,1,"box",1
"4625","cibur",4,4,"97;353",29,1,"Bachelor's Degree",0,1,1,"bur",1
"4626","cispe",4,9,"97;353",29,1,"Bachelor's Degree",0,1,1,"spe",1
"4627","fkaqu",7,29,"97;353",29,1,"Bachelor's Degree",1,0,0,"aqu",1
"4628","fkboa",4,12,"97;353",29,1,"Bachelor's Degree",1,0,0,"boa",1
"4629","fkbox",7,23,"97;353",29,1,"Bachelor's Degree",1,0,0,"box",1
"4630","fkbur",7,22,"97;353",29,1,"Bachelor's Degree",1,0,0,"bur",1
"4631","fkcar",7,27,"97;353",29,1,"Bachelor's Degree",1,0,0,"car",1
"4632","fkspe",4,19,"97;353",29,1,"Bachelor's Degree",1,0,0,"spe",1
"4633","fkswi",7,14,"97;353",29,1,"Bachelor's Degree",1,0,0,"swi",1
"4634","flboa",7,3,"97;353",29,1,"Bachelor's Degree",0,0,0,"boa",0
"4635","flcar",7,18,"97;353",29,1,"Bachelor's Degree",0,0,0,"car",0
"4636","flche",7,15,"97;353",29,1,"Bachelor's Degree",0,0,0,"che",0
"4637","flsha",7,30,"97;353",29,1,"Bachelor's Degree",0,0,0,"sha",0
"4638","flswi",7,5,"97;353",29,1,"Bachelor's Degree",0,0,0,"swi",0
"4639","ikbox",4,1,"97;353",29,1,"Bachelor's Degree",1,1,0,"box",1
"4640","ikbur",4,13,"97;353",29,1,"Bachelor's Degree",1,1,0,"bur",1
"4641","ikpon",4,20,"97;353",29,1,"Bachelor's Degree",1,1,0,"pon",1
"4642","ikshi",7,17,"97;353",29,1,"Bachelor's Degree",1,1,0,"shi",1
"4643","ikspe",7,28,"97;353",29,1,"Bachelor's Degree",1,1,0,"spe",1
"4644","ilbox",7,10,"97;353",29,1,"Bachelor's Degree",0,1,0,"box",0
"4645","ilche",7,6,"97;353",29,1,"Bachelor's Degree",0,1,0,"che",0
"4646","ilpon",7,11,"97;353",29,1,"Bachelor's Degree",0,1,0,"pon",0
"4647","ilsha",7,21,"97;353",29,1,"Bachelor's Degree",0,1,0,"sha",0
"4648","ilshi",7,26,"97;353",29,1,"Bachelor's Degree",0,1,0,"shi",0
"4649","ilswi",7,24,"97;353",29,1,"Bachelor's Degree",0,1,0,"swi",0
"4650","nfrub",4,7,"97;353",29,1,"Bachelor's Degree",1,0,0,"rub",1
"4651","cfaqu",3,20,"97;356",48,1,"Master's Degree",0,0,1,"aqu",1
"4652","cfbur",2,32,"97;356",48,1,"Master's Degree",0,0,1,"bur",1
"4653","cfrub",3,7,"97;356",48,1,"Master's Degree",0,0,1,"rub",1
"4654","cibox",1,12,"97;356",48,1,"Master's Degree",0,1,1,"box",1
"4655","cibur",1,23,"97;356",48,1,"Master's Degree",0,1,1,"bur",1
"4656","cispe",1,27,"97;356",48,1,"Master's Degree",0,1,1,"spe",1
"4657","fkaqu",3,29,"97;356",48,1,"Master's Degree",1,0,0,"aqu",1
"4658","fkboa",3,11,"97;356",48,1,"Master's Degree",1,0,0,"boa",1
"4659","fkbox",3,22,"97;356",48,1,"Master's Degree",1,0,0,"box",1
"4660","fkbur",3,14,"97;356",48,1,"Master's Degree",1,0,0,"bur",1
"4661","fkcar",2,30,"97;356",48,1,"Master's Degree",1,0,0,"car",1
"4662","fkspe",1,9,"97;356",48,1,"Master's Degree",1,0,0,"spe",1
"4663","fkswi",3,25,"97;356",48,1,"Master's Degree",1,0,0,"swi",1
"4664","flboa",4,2,"97;356",48,1,"Master's Degree",0,0,0,"boa",0
"4665","flcar",4,21,"97;356",48,1,"Master's Degree",0,0,0,"car",0
"4666","flche",5,4,"97;356",48,1,"Master's Degree",0,0,0,"che",0
"4667","flsha",2,28,"97;356",48,1,"Master's Degree",0,0,0,"sha",0
"4668","flswi",4,6,"97;356",48,1,"Master's Degree",0,0,0,"swi",0
"4669","ikbox",3,3,"97;356",48,1,"Master's Degree",1,1,0,"box",1
"4670","ikbur",2,5,"97;356",48,1,"Master's Degree",1,1,0,"bur",1
"4671","ikpon",3,1,"97;356",48,1,"Master's Degree",1,1,0,"pon",1
"4672","ikshi",4,17,"97;356",48,1,"Master's Degree",1,1,0,"shi",1
"4673","ikspe",1,19,"97;356",48,1,"Master's Degree",1,1,0,"spe",1
"4674","ilbox",3,31,"97;356",48,1,"Master's Degree",0,1,0,"box",0
"4675","ilche",4,13,"97;356",48,1,"Master's Degree",0,1,0,"che",0
"4676","ilpon",5,10,"97;356",48,1,"Master's Degree",0,1,0,"pon",0
"4677","ilsha",3,18,"97;356",48,1,"Master's Degree",0,1,0,"sha",0
"4678","ilshi",7,26,"97;356",48,1,"Master's Degree",0,1,0,"shi",0
"4679","ilswi",2,15,"97;356",48,1,"Master's Degree",0,1,0,"swi",0
"4680","nfrub",3,16,"97;356",48,1,"Master's Degree",1,0,0,"rub",1
"4681","cfaqu",6,13,"97;359",34,1,"Bachelor's Degree",0,0,1,"aqu",1
"4682","cfbur",4,1,"97;359",34,1,"Bachelor's Degree",0,0,1,"bur",1
"4683","cfrub",2,26,"97;359",34,1,"Bachelor's Degree",0,0,1,"rub",1
"4684","cibox",2,21,"97;359",34,1,"Bachelor's Degree",0,1,1,"box",1
"4685","cibur",4,10,"97;359",34,1,"Bachelor's Degree",0,1,1,"bur",1
"4686","cispe",2,6,"97;359",34,1,"Bachelor's Degree",0,1,1,"spe",1
"4687","fkaqu",4,4,"97;359",34,1,"Bachelor's Degree",1,0,0,"aqu",1
"4688","fkboa",3,22,"97;359",34,1,"Bachelor's Degree",1,0,0,"boa",1
"4689","fkbox",4,11,"97;359",34,1,"Bachelor's Degree",1,0,0,"box",1
"4690","fkbur",4,19,"97;359",34,1,"Bachelor's Degree",1,0,0,"bur",1
"4691","fkcar",3,3,"97;359",34,1,"Bachelor's Degree",1,0,0,"car",1
"4692","fkspe",3,24,"97;359",34,1,"Bachelor's Degree",1,0,0,"spe",1
"4693","fkswi",6,8,"97;359",34,1,"Bachelor's Degree",1,0,0,"swi",1
"4694","flboa",6,31,"97;359",34,1,"Bachelor's Degree",0,0,0,"boa",0
"4695","flcar",7,12,"97;359",34,1,"Bachelor's Degree",0,0,0,"car",0
"4696","flche",5,29,"97;359",34,1,"Bachelor's Degree",0,0,0,"che",0
"4697","flsha",5,5,"97;359",34,1,"Bachelor's Degree",0,0,0,"sha",0
"4698","flswi",5,27,"97;359",34,1,"Bachelor's Degree",0,0,0,"swi",0
"4699","ikbox",3,30,"97;359",34,1,"Bachelor's Degree",1,1,0,"box",1
"4700","ikbur",3,28,"97;359",34,1,"Bachelor's Degree",1,1,0,"bur",1
"4701","ikpon",3,32,"97;359",34,1,"Bachelor's Degree",1,1,0,"pon",1
"4702","ikshi",4,16,"97;359",34,1,"Bachelor's Degree",1,1,0,"shi",1
"4703","ikspe",3,14,"97;359",34,1,"Bachelor's Degree",1,1,0,"spe",1
"4704","ilbox",4,2,"97;359",34,1,"Bachelor's Degree",0,1,0,"box",0
"4705","ilche",6,20,"97;359",34,1,"Bachelor's Degree",0,1,0,"che",0
"4706","ilpon",6,23,"97;359",34,1,"Bachelor's Degree",0,1,0,"pon",0
"4707","ilsha",6,15,"97;359",34,1,"Bachelor's Degree",0,1,0,"sha",0
"4708","ilshi",6,7,"97;359",34,1,"Bachelor's Degree",0,1,0,"shi",0
"4709","ilswi",6,18,"97;359",34,1,"Bachelor's Degree",0,1,0,"swi",0
"4710","nfrub",4,17,"97;359",34,1,"Bachelor's Degree",1,0,0,"rub",1
"4711","cfaqu",6,2,"97;367",42,0,"Graduate Degree",0,0,1,"aqu",1
"4712","cfbur",5,31,"97;367",42,0,"Graduate Degree",0,0,1,"bur",1
"4713","cfrub",5,16,"97;367",42,0,"Graduate Degree",0,0,1,"rub",1
"4714","cibox",4,32,"97;367",42,0,"Graduate Degree",0,1,1,"box",1
"4715","cibur",4,4,"97;367",42,0,"Graduate Degree",0,1,1,"bur",1
"4716","cispe",3,9,"97;367",42,0,"Graduate Degree",0,1,1,"spe",1
"4717","fkaqu",5,29,"97;367",42,0,"Graduate Degree",1,0,0,"aqu",1
"4718","fkboa",5,12,"97;367",42,0,"Graduate Degree",1,0,0,"boa",1
"4719","fkbox",5,23,"97;367",42,0,"Graduate Degree",1,0,0,"box",1
"4720","fkbur",5,22,"97;367",42,0,"Graduate Degree",1,0,0,"bur",1
"4721","fkcar",5,27,"97;367",42,0,"Graduate Degree",1,0,0,"car",1
"4722","fkspe",5,19,"97;367",42,0,"Graduate Degree",1,0,0,"spe",1
"4723","fkswi",5,14,"97;367",42,0,"Graduate Degree",1,0,0,"swi",1
"4724","flboa",6,3,"97;367",42,0,"Graduate Degree",0,0,0,"boa",0
"4725","flcar",5,18,"97;367",42,0,"Graduate Degree",0,0,0,"car",0
"4726","flche",7,15,"97;367",42,0,"Graduate Degree",0,0,0,"che",0
"4727","flsha",6,30,"97;367",42,0,"Graduate Degree",0,0,0,"sha",0
"4728","flswi",5,5,"97;367",42,0,"Graduate Degree",0,0,0,"swi",0
"4729","ikbox",5,1,"97;367",42,0,"Graduate Degree",1,1,0,"box",1
"4730","ikbur",4,13,"97;367",42,0,"Graduate Degree",1,1,0,"bur",1
"4731","ikpon",5,20,"97;367",42,0,"Graduate Degree",1,1,0,"pon",1
"4732","ikshi",5,17,"97;367",42,0,"Graduate Degree",1,1,0,"shi",1
"4733","ikspe",5,28,"97;367",42,0,"Graduate Degree",1,1,0,"spe",1
"4734","ilbox",6,10,"97;367",42,0,"Graduate Degree",0,1,0,"box",0
"4735","ilche",7,6,"97;367",42,0,"Graduate Degree",0,1,0,"che",0
"4736","ilpon",6,11,"97;367",42,0,"Graduate Degree",0,1,0,"pon",0
"4737","ilsha",5,21,"97;367",42,0,"Graduate Degree",0,1,0,"sha",0
"4738","ilshi",6,26,"97;367",42,0,"Graduate Degree",0,1,0,"shi",0
"4739","ilswi",6,24,"97;367",42,0,"Graduate Degree",0,1,0,"swi",0
"4740","nfrub",4,7,"97;367",42,0,"Graduate Degree",1,0,0,"rub",1
"4741","cfaqu",3,20,"97;369",54,0,"Graduate Degree",0,0,1,"aqu",1
"4742","cfbur",5,32,"97;369",54,0,"Graduate Degree",0,0,1,"bur",1
"4743","cfrub",3,7,"97;369",54,0,"Graduate Degree",0,0,1,"rub",1
"4744","cibox",3,12,"97;369",54,0,"Graduate Degree",0,1,1,"box",1
"4745","cibur",4,23,"97;369",54,0,"Graduate Degree",0,1,1,"bur",1
"4746","cispe",2,27,"97;369",54,0,"Graduate Degree",0,1,1,"spe",1
"4747","fkaqu",3,29,"97;369",54,0,"Graduate Degree",1,0,0,"aqu",1
"4748","fkboa",3,11,"97;369",54,0,"Graduate Degree",1,0,0,"boa",1
"4749","fkbox",5,22,"97;369",54,0,"Graduate Degree",1,0,0,"box",1
"4750","fkbur",5,14,"97;369",54,0,"Graduate Degree",1,0,0,"bur",1
"4751","fkcar",3,30,"97;369",54,0,"Graduate Degree",1,0,0,"car",1
"4752","fkspe",4,9,"97;369",54,0,"Graduate Degree",1,0,0,"spe",1
"4753","fkswi",4,25,"97;369",54,0,"Graduate Degree",1,0,0,"swi",1
"4754","flboa",4,2,"97;369",54,0,"Graduate Degree",0,0,0,"boa",0
"4755","flcar",4,21,"97;369",54,0,"Graduate Degree",0,0,0,"car",0
"4756","flche",4,4,"97;369",54,0,"Graduate Degree",0,0,0,"che",0
"4757","flsha",3,28,"97;369",54,0,"Graduate Degree",0,0,0,"sha",0
"4758","flswi",4,6,"97;369",54,0,"Graduate Degree",0,0,0,"swi",0
"4759","ikbox",4,3,"97;369",54,0,"Graduate Degree",1,1,0,"box",1
"4760","ikbur",5,5,"97;369",54,0,"Graduate Degree",1,1,0,"bur",1
"4761","ikpon",3,1,"97;369",54,0,"Graduate Degree",1,1,0,"pon",1
"4762","ikshi",3,17,"97;369",54,0,"Graduate Degree",1,1,0,"shi",1
"4763","ikspe",3,19,"97;369",54,0,"Graduate Degree",1,1,0,"spe",1
"4764","ilbox",3,31,"97;369",54,0,"Graduate Degree",0,1,0,"box",0
"4765","ilche",4,13,"97;369",54,0,"Graduate Degree",0,1,0,"che",0
"4766","ilpon",3,10,"97;369",54,0,"Graduate Degree",0,1,0,"pon",0
"4767","ilsha",3,18,"97;369",54,0,"Graduate Degree",0,1,0,"sha",0
"4768","ilshi",3,26,"97;369",54,0,"Graduate Degree",0,1,0,"shi",0
"4769","ilswi",3,15,"97;369",54,0,"Graduate Degree",0,1,0,"swi",0
"4770","nfrub",4,16,"97;369",54,0,"Graduate Degree",1,0,0,"rub",1
"4771","cfaqu",5,13,"97;385",41,0,"Graduate Degree",0,0,1,"aqu",1
"4772","cfbur",5,1,"97;385",41,0,"Graduate Degree",0,0,1,"bur",1
"4773","cfrub",5,26,"97;385",41,0,"Graduate Degree",0,0,1,"rub",1
"4774","cibox",5,21,"97;385",41,0,"Graduate Degree",0,1,1,"box",1
"4775","cibur",4,10,"97;385",41,0,"Graduate Degree",0,1,1,"bur",1
"4776","cispe",5,6,"97;385",41,0,"Graduate Degree",0,1,1,"spe",1
"4777","fkaqu",5,4,"97;385",41,0,"Graduate Degree",1,0,0,"aqu",1
"4778","fkboa",5,22,"97;385",41,0,"Graduate Degree",1,0,0,"boa",1
"4779","fkbox",5,11,"97;385",41,0,"Graduate Degree",1,0,0,"box",1
"4780","fkbur",5,19,"97;385",41,0,"Graduate Degree",1,0,0,"bur",1
"4781","fkcar",5,3,"97;385",41,0,"Graduate Degree",1,0,0,"car",1
"4782","fkspe",5,24,"97;385",41,0,"Graduate Degree",1,0,0,"spe",1
"4783","fkswi",5,8,"97;385",41,0,"Graduate Degree",1,0,0,"swi",1
"4784","flboa",5,31,"97;385",41,0,"Graduate Degree",0,0,0,"boa",0
"4785","flcar",5,12,"97;385",41,0,"Graduate Degree",0,0,0,"car",0
"4786","flche",5,29,"97;385",41,0,"Graduate Degree",0,0,0,"che",0
"4787","flsha",5,5,"97;385",41,0,"Graduate Degree",0,0,0,"sha",0
"4788","flswi",5,27,"97;385",41,0,"Graduate Degree",0,0,0,"swi",0
"4789","ikbox",5,30,"97;385",41,0,"Graduate Degree",1,1,0,"box",1
"4790","ikbur",5,28,"97;385",41,0,"Graduate Degree",1,1,0,"bur",1
"4791","ikpon",5,32,"97;385",41,0,"Graduate Degree",1,1,0,"pon",1
"4792","ikshi",5,16,"97;385",41,0,"Graduate Degree",1,1,0,"shi",1
"4793","ikspe",5,14,"97;385",41,0,"Graduate Degree",1,1,0,"spe",1
"4794","ilbox",5,2,"97;385",41,0,"Graduate Degree",0,1,0,"box",0
"4795","ilche",5,20,"97;385",41,0,"Graduate Degree",0,1,0,"che",0
"4796","ilpon",5,23,"97;385",41,0,"Graduate Degree",0,1,0,"pon",0
"4797","ilsha",5,15,"97;385",41,0,"Graduate Degree",0,1,0,"sha",0
"4798","ilshi",5,7,"97;385",41,0,"Graduate Degree",0,1,0,"shi",0
"4799","ilswi",5,18,"97;385",41,0,"Graduate Degree",0,1,0,"swi",0
"4800","nfrub",5,17,"97;385",41,0,"Graduate Degree",1,0,0,"rub",1
"4801","cfaqu",4,2,"97;388",60,0,"Bachelor's Degree",0,0,1,"aqu",1
"4802","cfbur",4,31,"97;388",60,0,"Bachelor's Degree",0,0,1,"bur",1
"4803","cfrub",4,16,"97;388",60,0,"Bachelor's Degree",0,0,1,"rub",1
"4804","cibox",1,32,"97;388",60,0,"Bachelor's Degree",0,1,1,"box",1
"4805","cibur",2,4,"97;388",60,0,"Bachelor's Degree",0,1,1,"bur",1
"4806","cispe",1,9,"97;388",60,0,"Bachelor's Degree",0,1,1,"spe",1
"4807","fkaqu",4,29,"97;388",60,0,"Bachelor's Degree",1,0,0,"aqu",1
"4808","fkboa",4,12,"97;388",60,0,"Bachelor's Degree",1,0,0,"boa",1
"4809","fkbox",4,23,"97;388",60,0,"Bachelor's Degree",1,0,0,"box",1
"4810","fkbur",4,22,"97;388",60,0,"Bachelor's Degree",1,0,0,"bur",1
"4811","fkcar",4,27,"97;388",60,0,"Bachelor's Degree",1,0,0,"car",1
"4812","fkspe",2,19,"97;388",60,0,"Bachelor's Degree",1,0,0,"spe",1
"4813","fkswi",4,14,"97;388",60,0,"Bachelor's Degree",1,0,0,"swi",1
"4814","flboa",4,3,"97;388",60,0,"Bachelor's Degree",0,0,0,"boa",0
"4815","flcar",4,18,"97;388",60,0,"Bachelor's Degree",0,0,0,"car",0
"4816","flche",4,15,"97;388",60,0,"Bachelor's Degree",0,0,0,"che",0
"4817","flsha",4,30,"97;388",60,0,"Bachelor's Degree",0,0,0,"sha",0
"4818","flswi",4,5,"97;388",60,0,"Bachelor's Degree",0,0,0,"swi",0
"4819","ikbox",4,1,"97;388",60,0,"Bachelor's Degree",1,1,0,"box",1
"4820","ikbur",4,13,"97;388",60,0,"Bachelor's Degree",1,1,0,"bur",1
"4821","ikpon",1,20,"97;388",60,0,"Bachelor's Degree",1,1,0,"pon",1
"4822","ikshi",1,17,"97;388",60,0,"Bachelor's Degree",1,1,0,"shi",1
"4823","ikspe",2,28,"97;388",60,0,"Bachelor's Degree",1,1,0,"spe",1
"4824","ilbox",2,10,"97;388",60,0,"Bachelor's Degree",0,1,0,"box",0
"4825","ilche",4,6,"97;388",60,0,"Bachelor's Degree",0,1,0,"che",0
"4826","ilpon",4,11,"97;388",60,0,"Bachelor's Degree",0,1,0,"pon",0
"4827","ilsha",4,21,"97;388",60,0,"Bachelor's Degree",0,1,0,"sha",0
"4828","ilshi",2,26,"97;388",60,0,"Bachelor's Degree",0,1,0,"shi",0
"4829","ilswi",2,24,"97;388",60,0,"Bachelor's Degree",0,1,0,"swi",0
"4830","nfrub",4,7,"97;388",60,0,"Bachelor's Degree",1,0,0,"rub",1
"4831","cfaqu",4,20,"97;406",14,1,"Some College",0,0,1,"aqu",1
"4832","cfbur",4,32,"97;406",14,1,"Some College",0,0,1,"bur",1
"4833","cfrub",4,7,"97;406",14,1,"Some College",0,0,1,"rub",1
"4834","cibox",3,12,"97;406",14,1,"Some College",0,1,1,"box",1
"4835","cibur",6,23,"97;406",14,1,"Some College",0,1,1,"bur",1
"4836","cispe",1,27,"97;406",14,1,"Some College",0,1,1,"spe",1
"4837","fkaqu",7,29,"97;406",14,1,"Some College",1,0,0,"aqu",1
"4838","fkboa",6,11,"97;406",14,1,"Some College",1,0,0,"boa",1
"4839","fkbox",7,22,"97;406",14,1,"Some College",1,0,0,"box",1
"4840","fkbur",4,14,"97;406",14,1,"Some College",1,0,0,"bur",1
"4841","fkcar",4,30,"97;406",14,1,"Some College",1,0,0,"car",1
"4842","fkspe",3,9,"97;406",14,1,"Some College",1,0,0,"spe",1
"4843","fkswi",5,25,"97;406",14,1,"Some College",1,0,0,"swi",1
"4844","flboa",7,2,"97;406",14,1,"Some College",0,0,0,"boa",0
"4845","flcar",6,21,"97;406",14,1,"Some College",0,0,0,"car",0
"4846","flche",7,4,"97;406",14,1,"Some College",0,0,0,"che",0
"4847","flsha",7,28,"97;406",14,1,"Some College",0,0,0,"sha",0
"4848","flswi",4,6,"97;406",14,1,"Some College",0,0,0,"swi",0
"4849","ikbox",6,3,"97;406",14,1,"Some College",1,1,0,"box",1
"4850","ikbur",4,5,"97;406",14,1,"Some College",1,1,0,"bur",1
"4851","ikpon",7,1,"97;406",14,1,"Some College",1,1,0,"pon",1
"4852","ikshi",6,17,"97;406",14,1,"Some College",1,1,0,"shi",1
"4853","ikspe",3,19,"97;406",14,1,"Some College",1,1,0,"spe",1
"4854","ilbox",6,31,"97;406",14,1,"Some College",0,1,0,"box",0
"4855","ilche",1,13,"97;406",14,1,"Some College",0,1,0,"che",0
"4856","ilpon",5,10,"97;406",14,1,"Some College",0,1,0,"pon",0
"4857","ilsha",5,18,"97;406",14,1,"Some College",0,1,0,"sha",0
"4858","ilshi",2,26,"97;406",14,1,"Some College",0,1,0,"shi",0
"4859","ilswi",7,15,"97;406",14,1,"Some College",0,1,0,"swi",0
"4860","nfrub",6,16,"97;406",14,1,"Some College",1,0,0,"rub",1
"4861","cfaqu",4,2,"97;408",46,0,"Graduate Degree",0,0,1,"aqu",1
"4862","cfbur",4,31,"97;408",46,0,"Graduate Degree",0,0,1,"bur",1
"4863","cfrub",4,16,"97;408",46,0,"Graduate Degree",0,0,1,"rub",1
"4864","cibox",1,32,"97;408",46,0,"Graduate Degree",0,1,1,"box",1
"4865","cibur",1,4,"97;408",46,0,"Graduate Degree",0,1,1,"bur",1
"4866","cispe",1,9,"97;408",46,0,"Graduate Degree",0,1,1,"spe",1
"4867","fkaqu",4,29,"97;408",46,0,"Graduate Degree",1,0,0,"aqu",1
